,club_position,work_rate,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
6097,LDM,Medium/Medium,67.0,59.0,62.0,64.0,48.0,63.0,48,50,40,70,57,64,53,63,66,65,66,68,67,58,68,69,51,67,69,70,48,55,62,59,52,62,46,47,49
6098,LCB,Medium/High,53.0,27.0,40.0,45.0,62.0,77.0,22,24,62,52,28,39,33,28,43,47,54,52,50,58,53,33,65,79,81,21,65,61,33,39,39,54,62,63,61
6099,RM,High/Low,81.0,61.0,56.0,64.0,29.0,39.0,58,67,43,56,52,63,51,42,56,66,82,80,71,51,73,56,43,46,37,55,32,30,61,60,54,58,24,29,31
6100,LCM,High/High,80.0,50.0,58.0,64.0,61.0,71.0,60,53,60,60,43,63,60,39,61,63,83,78,71,60,75,53,85,83,70,44,57,63,55,56,37,56,63,60,57
6101,RCM,Medium/Medium,66.0,45.0,62.0,65.0,59.0,50.0,49,39,48,73,38,63,46,43,66,67,68,65,68,64,78,55,54,53,44,46,60,55,50,61,50,52,65,58,63
6102,LCB,Medium/Medium,66.0,47.0,60.0,61.0,63.0,70.0,61,43,55,64,42,58,48,48,63,62,67,66,66,62,62,55,62,80,69,49,61,58,58,54,45,64,66,65,64
6103,RM,Medium/Medium,68.0,53.0,61.0,67.0,45.0,53.0,55,56,45,65,48,66,52,52,58,68,69,67,67,61,70,59,53,54,56,37,44,37,64,66,60,65,46,46,51
6104,RW,Medium/Medium,79.0,58.0,60.0,64.0,24.0,55.0,60,57,33,62,53,62,50,33,61,63,80,79,79,60,68,63,42,69,52,56,47,18,57,63,52,64,23,25,24
6105,CAM,Medium/Medium,68.0,56.0,60.0,71.0,44.0,63.0,56,52,50,63,51,71,55,56,60,73,65,71,70,59,73,66,62,66,68,56,49,47,51,62,60,64,49,35,41
6106,LCM,Low/High,58.0,34.0,52.0,51.0,62.0,71.0,39,33,58,61,30,40,32,31,55,62,62,54,57,64,55,40,53,63,83,27,55,60,44,57,39,49,62,66,57
6107,LB,High/Medium,76.0,38.0,57.0,63.0,56.0,66.0,61,37,44,62,40,63,49,30,56,64,77,75,66,52,67,43,65,70,66,33,63,53,58,52,31,58,58,59,59
6108,RCM,Medium/High,60.0,37.0,51.0,62.0,64.0,70.0,44,32,58,60,38,63,37,38,58,66,57,63,54,58,60,49,57,71,75,32,59,64,49,44,38,45,68,64,55
6109,RW,High/Medium,66.0,54.0,58.0,65.0,38.0,47.0,64,55,40,60,41,64,42,64,55,69,69,63,66,63,70,55,51,58,40,50,49,43,57,55,67,44,35,38,31
6110,LCB,Medium/Medium,63.0,22.0,40.0,38.0,66.0,62.0,27,17,72,61,27,30,21,25,33,39,62,64,45,55,55,34,70,64,62,18,55,62,22,29,39,61,64,70,62
6111,CDM,Medium/High,58.0,59.0,60.0,60.0,60.0,66.0,55,62,47,65,34,61,38,48,65,60,60,57,58,65,45,48,66,67,70,66,55,62,60,61,66,58,60,63,60
6112,RDM,Medium/Medium,74.0,63.0,60.0,65.0,58.0,57.0,58,62,46,64,49,63,54,53,65,65,78,70,69,60,85,69,61,85,41,66,61,61,58,55,51,56,55,63,55
6113,RB,Medium/Medium,61.0,28.0,48.0,57.0,61.0,53.0,60,24,59,58,21,51,27,32,40,66,63,60,58,54,70,30,55,66,49,25,48,58,38,34,56,43,56,67,63
6114,RM,High/Low,67.0,64.0,52.0,62.0,44.0,59.0,55,70,65,61,55,65,55,48,33,60,67,67,65,55,70,65,70,61,68,55,33,50,57,50,65,45,35,40,50
6115,CB,Low/High,64.0,35.0,49.0,51.0,60.0,76.0,48,32,67,59,30,46,29,45,56,58,66,63,49,56,47,56,73,76,81,24,66,54,22,31,40,55,56,66,61
6116,LS,High/Medium,54.0,67.0,52.0,63.0,25.0,56.0,49,69,62,57,62,64,45,36,48,66,52,55,58,57,68,67,60,58,55,64,55,16,67,56,61,51,17,27,25
6117,RS,Medium/Medium,62.0,64.0,52.0,60.0,20.0,69.0,46,65,66,61,63,61,58,55,31,62,58,65,57,55,51,67,64,63,79,59,53,13,61,56,61,60,16,15,12
6118,RM,High/Medium,73.0,50.0,59.0,62.0,58.0,55.0,62,46,46,63,36,59,43,48,58,62,72,73,78,63,75,59,70,68,43,54,63,59,63,54,36,46,58,62,60
6119,RM,High/Low,66.0,55.0,58.0,63.0,24.0,46.0,71,60,34,51,42,63,48,47,55,61,67,65,64,65,79,49,43,68,40,54,33,23,61,64,46,51,23,21,26
6120,RCB,High/Medium,53.0,46.0,59.0,51.0,62.0,62.0,38,47,71,72,24,45,42,44,68,60,54,52,54,61,49,46,71,56,66,50,56,59,48,56,41,46,55,68,66
6121,LB,Medium/Medium,70.0,39.0,46.0,55.0,59.0,66.0,49,41,58,50,29,52,32,31,46,48,70,70,69,70,66,24,72,74,59,43,73,59,47,41,67,62,58,60,63
6122,LCB,Medium/High,59.0,25.0,53.0,48.0,64.0,64.0,45,20,75,63,35,40,32,33,60,61,57,61,40,51,52,38,70,60,68,16,55,61,27,50,48,60,61,65,62
6123,LW,Medium/Medium,75.0,58.0,56.0,67.0,26.0,46.0,60,58,42,58,55,68,56,45,48,63,77,74,77,55,83,65,45,53,47,50,35,19,59,57,55,48,21,29,34
6124,ST,Medium/Medium,78.0,62.0,50.0,72.0,21.0,41.0,33,70,37,64,66,70,60,35,32,71,79,77,81,67,84,59,57,53,39,44,29,18,68,56,55,61,21,19,20
6125,RWB,Medium/Medium,65.0,26.0,46.0,55.0,60.0,56.0,59,24,58,60,22,46,25,36,26,62,64,65,60,58,71,27,61,62,56,25,48,59,42,32,32,60,57,65,61
6126,RCM,Medium/High,62.0,54.0,60.0,60.0,62.0,60.0,55,50,55,63,38,58,61,65,61,65,63,62,55,60,70,55,63,62,60,62,55,61,58,59,67,50,63,65,63
6127,RCB,Medium/Medium,64.0,27.0,53.0,53.0,63.0,68.0,56,24,65,63,25,51,51,22,61,51,63,65,52,56,64,39,70,67,74,17,56,62,45,36,33,63,63,63,61
6128,RDM,Low/Medium,57.0,47.0,54.0,55.0,61.0,69.0,40,40,55,64,43,54,39,32,61,59,55,58,56,56,50,67,56,62,72,47,71,61,44,52,39,48,62,63,59
6129,RCB,Medium/High,66.0,23.0,42.0,58.0,63.0,65.0,30,20,68,59,22,55,24,22,41,62,62,69,62,56,67,27,72,61,66,24,64,61,18,33,34,55,59,66,63
6130,LCM,Medium/Medium,59.0,37.0,49.0,53.0,63.0,59.0,36,36,43,63,32,46,31,47,57,62,54,63,53,63,65,42,55,44,58,37,81,62,41,36,31,48,64,69,68
6131,RDM,Medium/Medium,60.0,53.0,60.0,61.0,56.0,73.0,52,49,57,65,42,60,49,45,65,64,65,55,58,63,62,63,63,84,72,56,62,64,43,63,50,59,49,58,53
6132,LM,High/Medium,68.0,65.0,60.0,62.0,51.0,68.0,61,61,60,62,57,62,60,65,62,62,68,68,71,57,69,75,57,75,68,65,60,44,55,55,69,50,48,54,52
6133,RWB,Medium/Medium,61.0,34.0,46.0,55.0,61.0,57.0,64,34,54,46,36,55,43,34,39,52,64,58,56,61,70,28,57,75,49,31,54,59,52,39,43,56,57,68,66
6134,RCM,Medium/High,62.0,46.0,47.0,54.0,62.0,79.0,28,39,60,59,55,52,36,38,52,54,62,62,58,61,51,65,78,82,78,43,78,62,43,48,40,63,60,65,64
6135,RM,High/High,66.0,62.0,59.0,65.0,29.0,51.0,58,65,36,61,55,67,67,49,55,62,64,67,68,63,70,63,48,51,59,52,32,24,62,58,68,61,26,31,31
6136,RCM,High/Medium,68.0,60.0,62.0,64.0,59.0,63.0,56,63,55,66,56,63,58,57,60,62,70,66,70,61,72,54,47,72,66,62,48,56,65,63,38,58,63,59,59
6137,LCB,Medium/Medium,53.0,29.0,42.0,46.0,62.0,71.0,34,25,68,54,28,43,28,25,48,50,52,53,39,53,38,35,68,60,81,30,60,59,27,33,38,55,59,65,63
6138,CB,Medium/Medium,57.0,31.0,42.0,52.0,62.0,69.0,36,28,67,54,35,47,20,30,43,58,58,56,59,54,56,40,71,58,77,30,64,63,27,33,34,47,60,63,60
6139,RB,Medium/Medium,61.0,40.0,52.0,62.0,64.0,59.0,50,41,53,58,31,63,39,35,54,61,66,56,62,61,67,40,63,62,58,38,56,59,43,48,46,58,63,70,68
6140,RB,High/Medium,72.0,59.0,54.0,56.0,61.0,63.0,58,57,48,53,58,54,62,67,44,53,74,71,66,58,59,63,57,70,67,64,48,62,57,52,50,58,61,64,61
6141,CB,Medium/High,68.0,31.0,48.0,50.0,61.0,72.0,52,29,63,47,26,44,52,31,51,48,68,68,65,62,75,37,71,68,75,31,71,62,33,48,37,48,58,63,64
6142,LB,High/Medium,67.0,39.0,53.0,59.0,60.0,54.0,62,37,54,55,38,63,39,54,48,51,66,68,62,58,77,41,55,70,43,39,62,56,53,47,43,54,60,64,62
6143,CAM,High/Medium,72.0,56.0,63.0,62.0,40.0,43.0,52,54,46,68,44,60,56,53,64,65,69,74,58,55,68,62,51,62,34,58,41,27,55,68,55,61,42,42,47
6144,LB,High/Medium,75.0,37.0,57.0,67.0,52.0,59.0,64,35,44,60,45,68,56,33,45,64,78,72,81,67,80,40,73,72,56,35,49,56,45,60,35,43,47,57,55
6145,LCB,Medium/High,53.0,38.0,47.0,51.0,63.0,70.0,36,33,63,52,43,43,30,31,47,51,52,53,66,64,66,49,72,69,71,34,67,63,52,57,32,58,59,67,62
6146,ST,High/Medium,61.0,65.0,48.0,62.0,22.0,58.0,33,70,62,56,45,61,35,35,44,62,60,62,73,62,58,63,64,59,66,62,36,17,62,59,70,58,20,17,14
6147,LB,Medium/Medium,67.0,32.0,55.0,56.0,64.0,61.0,57,30,46,63,30,67,35,33,58,39,68,67,56,52,62,28,63,67,58,31,62,62,56,47,44,48,67,68,67
6148,LDM,High/Medium,62.0,56.0,57.0,59.0,59.0,71.0,54,53,55,63,39,57,58,62,57,62,59,64,58,63,68,71,58,71,71,56,73,62,41,49,63,56,53,64,57
6149,RCB,Medium/Medium,61.0,35.0,57.0,55.0,63.0,69.0,44,31,66,68,28,56,39,42,68,58,57,65,52,49,50,46,62,60,76,32,66,58,37,52,47,50,63,65,59
6150,CB,Low/High,68.0,27.0,48.0,54.0,60.0,71.0,24,22,67,60,25,50,42,16,55,61,62,73,45,58,54,41,65,65,74,24,74,58,14,57,42,59,59,60,56
6151,LCB,Low/High,38.0,31.0,52.0,50.0,60.0,73.0,47,23,61,58,17,46,59,26,56,52,39,37,46,60,53,53,65,65,80,31,67,60,31,49,33,64,61,60,59
6152,CB,Medium/Medium,54.0,36.0,53.0,53.0,61.0,74.0,63,38,58,54,32,47,34,31,52,53,54,54,70,63,53,40,71,76,79,22,61,59,56,52,51,58,62,61,60
6153,LWB,High/High,71.0,59.0,59.0,63.0,55.0,67.0,61,57,47,59,57,61,60,56,54,62,73,70,72,62,73,63,78,72,67,59,58,55,61,62,59,65,55,58,53
6154,CB,Medium/Medium,49.0,49.0,63.0,54.0,61.0,62.0,66,43,60,65,33,44,60,68,64,62,46,51,62,57,70,64,81,47,66,52,67,61,36,56,59,63,61,62,61
6155,RCB,Low/Medium,34.0,27.0,43.0,40.0,62.0,72.0,37,22,64,52,13,27,19,20,40,47,33,34,54,57,53,50,73,66,76,18,68,61,25,46,28,58,62,62,61
6156,CM,Low/High,35.0,52.0,59.0,58.0,63.0,63.0,56,49,61,62,45,53,64,60,61,60,36,35,61,61,68,60,68,53,68,52,64,62,54,54,53,62,63,64,62
6157,LCM,Medium/Medium,46.0,58.0,61.0,62.0,59.0,72.0,57,57,50,62,38,60,66,61,61,63,55,39,65,59,68,62,85,81,66,62,72,59,55,63,57,67,60,62,60
6158,LCM,Medium/Medium,37.0,61.0,61.0,59.0,62.0,71.0,54,54,64,64,54,57,50,61,69,62,34,40,56,54,64,79,67,64,75,63,72,63,60,61,58,63,60,62,59
6159,LS,High/Medium,56.0,63.0,53.0,60.0,27.0,68.0,54,62,61,56,62,56,44,36,47,62,52,60,64,63,74,65,64,73,71,61,54,21,65,59,65,63,31,21,12
6160,LCB,Medium/Medium,31.0,41.0,38.0,32.0,62.0,77.0,30,38,63,39,24,23,39,24,44,35,31,31,32,61,53,61,72,68,84,29,72,62,47,43,44,54,63,62,61
6161,RCB,Low/High,70.0,30.0,42.0,42.0,60.0,76.0,46,21,62,45,31,34,27,23,48,42,67,72,54,54,66,48,72,72,79,33,75,56,18,38,28,51,60,62,62
6162,RS,High/High,66.0,62.0,45.0,56.0,44.0,87.0,48,64,61,48,36,52,38,29,37,61,62,70,63,60,32,66,88,78,88,58,93,53,63,49,66,64,29,49,39
6163,CM,Medium/Medium,56.0,58.0,62.0,62.0,58.0,68.0,62,58,56,63,44,61,63,60,63,63,55,57,61,61,72,62,51,77,68,59,60,56,59,62,58,64,60,58,55
6164,LS,High/High,62.0,62.0,49.0,59.0,33.0,65.0,45,64,62,52,58,56,60,38,37,60,56,66,59,59,71,64,77,67,72,56,42,29,64,55,65,58,43,22,18
6165,CB,Low/Medium,53.0,30.0,43.0,46.0,62.0,66.0,29,27,61,53,25,39,33,26,50,49,51,54,56,59,49,41,77,52,73,23,64,62,45,40,40,56,62,62,59
6166,RCB,Low/Medium,62.0,33.0,48.0,48.0,62.0,66.0,40,32,65,63,20,36,36,36,45,59,59,64,64,62,57,38,66,65,71,33,55,63,26,36,50,44,61,64,55
6167,RCM,Medium/High,62.0,58.0,60.0,61.0,59.0,74.0,58,55,56,62,50,59,56,60,61,61,66,58,65,62,68,67,76,80,75,60,65,59,58,59,54,63,61,60,57
6168,ST,Medium/Medium,59.0,60.0,51.0,65.0,39.0,59.0,56,65,57,56,57,62,52,60,29,68,53,64,73,63,58,61,55,49,70,48,47,20,64,49,53,64,40,44,42
6169,LS,High/High,69.0,61.0,60.0,66.0,38.0,59.0,60,62,60,60,59,62,60,61,57,63,70,68,88,61,86,61,51,63,55,59,66,32,65,63,60,64,28,45,39
6170,RM,High/Medium,73.0,43.0,60.0,61.0,60.0,66.0,60,41,56,65,43,59,57,43,60,59,74,73,71,58,69,50,60,68,67,41,61,61,46,55,40,57,52,66,68
6171,RCB,Medium/Medium,62.0,37.0,54.0,59.0,63.0,64.0,55,38,57,61,27,55,37,39,56,62,63,61,70,58,66,43,78,62,67,31,57,63,46,49,35,58,64,63,61
6172,RCM,Medium/High,39.0,53.0,55.0,56.0,62.0,74.0,36,52,62,63,46,57,48,43,61,60,37,41,40,64,46,55,73,77,78,54,59,63,60,60,49,56,62,62,58
6173,LWB,Medium/High,68.0,52.0,57.0,62.0,60.0,71.0,61,47,60,58,56,59,55,59,52,63,70,67,71,64,64,58,68,75,71,53,67,63,63,56,54,66,63,57,56
6174,LCM,Medium/Medium,61.0,57.0,60.0,63.0,58.0,67.0,52,50,50,67,61,57,45,46,61,64,53,67,80,57,84,66,81,81,59,68,65,58,48,62,50,66,57,60,60
6175,LB,Medium/Medium,69.0,50.0,56.0,58.0,58.0,67.0,62,45,51,57,33,55,54,55,56,57,69,69,67,59,73,61,79,75,64,56,63,59,56,51,42,49,59,58,55
6176,RCB,Medium/Medium,49.0,34.0,41.0,43.0,62.0,72.0,41,30,63,47,17,35,23,44,40,43,54,45,64,55,52,55,80,64,80,23,61,62,26,37,60,55,59,66,62
6177,LCM,Medium/Medium,67.0,51.0,54.0,63.0,57.0,64.0,39,57,51,60,28,65,43,23,57,60,68,66,65,63,60,32,72,74,60,60,59,63,60,65,54,63,55,58,58
6178,LCM,High/Medium,70.0,59.0,61.0,64.0,57.0,64.0,61,59,46,62,42,62,63,56,61,61,72,68,81,60,75,61,53,83,63,62,46,59,61,61,60,62,58,60,56
6179,ST,Medium/Low,59.0,61.0,50.0,58.0,27.0,65.0,40,62,67,58,58,55,53,41,40,60,53,64,65,62,60,62,76,62,68,54,59,26,64,55,68,56,25,19,18
6180,RB,High/Medium,67.0,40.0,54.0,57.0,58.0,69.0,59,39,58,58,33,57,47,37,53,58,67,67,59,58,47,41,71,73,72,36,58,56,56,51,42,55,58,60,59
6181,LB,High/Medium,65.0,41.0,56.0,57.0,58.0,64.0,61,37,54,57,31,58,59,60,53,56,66,65,62,58,58,48,69,70,65,41,51,59,50,48,53,51,56,60,61
6182,LCB,Medium/Medium,51.0,29.0,47.0,50.0,62.0,75.0,41,20,61,54,26,49,19,25,57,51,53,49,48,60,47,45,67,76,80,32,64,61,23,44,34,58,62,62,60
6183,ST,Medium/Low,73.0,60.0,56.0,62.0,30.0,59.0,59,61,57,60,50,62,54,60,44,60,72,74,61,60,75,63,48,68,61,57,44,24,63,55,62,58,27,29,25
6184,RCM,High/Low,53.0,62.0,63.0,60.0,56.0,79.0,63,56,52,63,60,55,62,66,62,66,54,52,58,60,63,70,61,82,78,69,80,56,57,61,65,61,56,57,52
6185,LW,Medium/Medium,79.0,56.0,56.0,64.0,43.0,58.0,52,57,44,61,45,62,49,43,58,64,78,79,72,58,78,63,53,67,60,54,42,46,56,54,42,61,28,54,52
6186,ST,Medium/Medium,55.0,66.0,59.0,59.0,32.0,69.0,62,62,59,60,63,58,45,64,54,63,56,54,53,55,59,79,75,54,80,67,61,37,58,61,55,65,24,30,25
6187,CB,Medium/Medium,71.0,37.0,55.0,56.0,59.0,72.0,53,26,48,60,39,53,45,34,53,56,69,73,66,61,59,55,66,73,69,47,78,65,36,55,27,52,62,57,58
6188,CM,High/Medium,67.0,59.0,62.0,63.0,57.0,65.0,59,56,48,63,53,60,62,64,63,63,66,67,74,59,79,60,74,83,58,63,56,58,59,62,62,62,58,60,55
6189,LCB,Medium/Medium,73.0,30.0,43.0,49.0,61.0,70.0,33,20,58,55,33,42,40,21,55,51,75,72,64,58,49,54,72,61,78,26,62,63,26,29,40,62,58,62,62
6190,RCM,Medium/Medium,45.0,55.0,58.0,59.0,60.0,74.0,41,46,63,62,48,59,45,53,69,60,53,38,58,56,60,70,54,75,75,65,73,60,55,65,50,57,57,62,60
6191,LCB,Medium/Medium,53.0,35.0,49.0,48.0,61.0,74.0,43,32,63,57,36,44,38,37,51,50,53,53,50,59,54,47,70,76,80,30,59,59,40,45,33,57,60,63,61
6192,LAM,High/High,74.0,53.0,62.0,67.0,53.0,67.0,58,52,47,65,47,64,48,60,62,66,75,73,80,56,80,58,84,78,62,57,61,54,44,64,49,64,54,54,53
6193,LS,High/Low,63.0,63.0,50.0,59.0,27.0,73.0,44,62,63,57,57,60,56,61,42,59,63,63,59,57,59,67,72,70,80,59,58,22,63,45,69,58,37,14,13
6194,LCM,Medium/Medium,47.0,48.0,53.0,52.0,60.0,81.0,44,43,65,60,40,54,40,42,57,55,49,46,33,56,34,67,34,82,90,44,67,60,50,55,46,65,59,62,55
6195,LM,Medium/Medium,90.0,53.0,52.0,63.0,28.0,59.0,58,54,40,53,51,61,54,48,40,60,88,91,81,56,77,55,64,70,58,49,47,35,57,55,53,55,23,27,19
6196,CDM,Medium/Medium,68.0,51.0,59.0,62.0,59.0,66.0,40,46,56,70,41,61,60,57,65,67,66,70,56,56,59,63,63,64,67,54,65,56,57,56,48,67,60,63,56
6197,LDM,Medium/Medium,65.0,53.0,58.0,61.0,60.0,73.0,55,51,55,62,40,58,39,37,60,61,67,64,64,64,67,61,84,78,72,56,65,62,62,61,40,66,61,59,59
6198,LM,Medium/Medium,84.0,57.0,54.0,63.0,30.0,59.0,58,56,52,55,44,62,54,36,47,60,83,85,78,58,65,63,70,64,66,55,31,23,58,57,60,62,40,20,17
6199,LB,Medium/Medium,68.0,42.0,54.0,60.0,58.0,64.0,60,38,54,56,30,58,37,28,54,60,69,67,67,59,76,52,71,71,61,42,59,57,51,53,45,57,58,60,55
6200,RS,High/Medium,59.0,60.0,52.0,58.0,26.0,75.0,46,59,66,55,54,57,53,43,45,62,58,60,63,57,34,67,58,68,83,56,68,32,66,60,57,60,12,24,22
6201,RS,Medium/High,54.0,61.0,48.0,57.0,38.0,76.0,42,63,70,55,54,56,44,30,38,59,52,55,53,62,44,64,68,54,84,53,84,39,64,57,59,61,44,28,20
6202,ST,Low/Low,44.0,64.0,54.0,62.0,43.0,58.0,51,66,65,59,49,64,56,50,44,65,42,45,55,59,39,62,67,34,70,66,56,32,65,57,69,61,39,46,44
6203,LW,Medium/High,80.0,58.0,57.0,63.0,56.0,70.0,63,57,51,55,56,62,65,62,53,60,81,80,79,53,73,62,72,69,74,59,60,56,58,56,54,57,56,58,57
6204,RB,High/Medium,70.0,57.0,62.0,61.0,55.0,71.0,64,53,55,63,47,59,58,57,61,62,68,71,65,56,67,66,56,72,76,58,60,55,60,59,56,57,56,55,53
6205,LCB,Medium/Medium,45.0,30.0,40.0,46.0,62.0,73.0,26,26,63,51,31,41,38,25,47,45,42,47,60,54,61,41,84,68,75,26,70,59,32,32,34,55,61,63,62
6206,LB,High/Medium,72.0,49.0,63.0,68.0,53.0,54.0,65,34,55,67,60,66,53,39,53,66,73,71,82,64,81,65,63,70,45,58,54,52,63,70,56,55,52,55,52
6207,CAM,High/Medium,58.0,64.0,62.0,68.0,50.0,65.0,62,58,58,63,63,69,66,67,58,68,63,54,67,63,70,74,67,55,67,71,73,56,63,61,56,69,41,51,53
6208,RCB,Medium/Medium,67.0,33.0,46.0,54.0,62.0,71.0,59,30,61,51,25,55,23,26,44,48,68,66,72,54,49,45,81,62,77,23,64,63,51,36,41,42,62,60,62
6209,LCB,Medium/Medium,55.0,51.0,50.0,50.0,60.0,73.0,37,50,58,59,42,48,43,34,57,56,54,56,34,56,56,60,49,62,85,49,64,57,43,47,46,53,59,63,58
6210,LCB,High/Medium,74.0,38.0,53.0,57.0,57.0,67.0,55,34,53,56,35,57,53,31,54,55,73,74,63,57,63,45,63,74,65,38,62,57,51,51,36,53,57,58,58
6211,CDM,Medium/Medium,56.0,47.0,56.0,55.0,59.0,64.0,49,50,49,61,27,50,37,29,58,60,55,56,62,60,48,36,46,71,65,55,55,62,55,65,48,50,60,59,56
6212,RB,High/Medium,74.0,51.0,57.0,60.0,56.0,65.0,60,52,55,57,46,60,57,49,54,61,75,74,62,58,63,56,69,73,67,45,50,56,56,58,45,57,56,56,56
6213,LB,Medium/High,73.0,47.0,59.0,55.0,56.0,69.0,62,46,50,61,42,52,54,47,60,54,73,73,68,56,72,49,80,72,69,46,61,60,54,58,49,48,55,57,57
6214,LM,Medium/Medium,71.0,44.0,56.0,63.0,58.0,65.0,59,36,39,60,37,64,57,30,55,58,70,71,72,52,71,56,72,69,67,44,53,61,53,51,56,61,57,61,60
6215,CB,Medium/Medium,45.0,42.0,47.0,54.0,61.0,71.0,38,37,57,58,32,48,29,38,56,56,54,38,63,62,69,57,83,77,69,41,66,62,38,39,50,64,61,63,59
6216,RCB,Medium/High,57.0,33.0,51.0,56.0,60.0,72.0,39,28,61,61,24,54,28,21,58,55,61,54,58,63,68,31,82,74,70,48,70,59,31,55,34,48,55,64,60
6217,RCM,Medium/Medium,57.0,59.0,62.0,60.0,48.0,66.0,54,60,46,68,40,53,57,47,62,61,62,52,76,56,84,59,63,71,68,65,56,58,62,66,44,55,45,46,40
6218,RS,Medium/Medium,72.0,63.0,55.0,61.0,26.0,58.0,53,62,61,56,58,60,59,42,52,59,70,73,69,59,71,68,59,61,66,61,34,24,61,59,65,60,20,23,24
6219,LWB,High/High,74.0,43.0,54.0,60.0,56.0,66.0,59,40,52,53,37,58,57,58,50,56,72,76,78,55,74,48,74,80,58,43,66,56,55,54,47,57,57,57,56
6220,LCB,Medium/Medium,65.0,25.0,41.0,45.0,61.0,71.0,29,19,63,50,25,41,35,29,42,48,63,67,46,58,44,34,74,61,80,22,62,59,38,39,37,54,61,61,60
6221,LWB,Medium/High,68.0,27.0,49.0,53.0,59.0,70.0,58,22,57,52,27,50,42,24,46,53,67,69,57,56,65,33,73,68,72,24,69,58,44,43,34,55,59,59,61
6222,LCM,High/Medium,74.0,60.0,64.0,63.0,53.0,68.0,63,58,57,67,58,65,70,72,59,63,73,74,58,58,63,68,59,71,68,54,67,59,63,62,64,60,42,58,59
6223,ST,Medium/Medium,76.0,59.0,38.0,63.0,29.0,69.0,30,58,62,50,56,60,32,27,29,67,71,80,68,60,63,64,69,52,83,55,53,23,57,36,61,61,24,28,26
6224,RB,Medium/Medium,61.0,35.0,49.0,52.0,60.0,67.0,48,30,63,60,35,49,28,30,59,53,62,61,58,58,58,50,69,51,75,28,68,59,35,32,40,56,59,61,60
6225,RCB,Medium/Medium,65.0,24.0,41.0,46.0,62.0,66.0,30,15,65,55,30,34,25,34,45,55,65,65,60,56,65,45,70,60,71,20,59,64,30,30,30,50,62,60,56
6226,RCB,Medium/Medium,66.0,41.0,45.0,48.0,60.0,71.0,44,41,59,48,39,39,39,35,43,51,62,69,66,57,57,38,85,67,74,44,66,58,45,48,41,56,60,60,63
6227,LCB,High/Medium,72.0,24.0,44.0,53.0,60.0,73.0,31,21,62,53,20,53,35,22,45,49,71,73,61,57,57,27,78,69,77,25,68,59,35,47,31,55,60,61,61
6228,LCB,Low/High,59.0,36.0,50.0,53.0,59.0,73.0,36,32,64,61,42,52,33,32,55,53,55,63,59,53,50,34,73,67,80,42,64,60,49,52,32,48,60,57,56
6229,LCB,High/Medium,59.0,54.0,62.0,61.0,61.0,71.0,57,45,58,68,54,58,61,48,66,66,60,59,56,53,65,63,55,73,76,65,61,66,51,58,52,62,61,59,57
6230,RCM,Medium/Medium,72.0,54.0,64.0,63.0,53.0,70.0,62,54,49,65,45,61,68,67,63,62,71,73,77,62,66,53,67,64,75,57,67,53,63,65,52,54,49,61,47
6231,LCM,High/Medium,68.0,43.0,49.0,54.0,60.0,73.0,36,38,67,61,51,51,29,33,56,58,65,70,59,59,51,44,55,68,76,47,75,67,47,46,56,45,50,63,63
6232,LM,Medium/Medium,66.0,60.0,59.0,62.0,61.0,61.0,55,55,67,59,59,64,59,61,58,57,65,67,60,63,70,68,64,65,57,60,63,51,60,61,70,60,61,65,64
6233,LWB,High/Medium,76.0,52.0,58.0,62.0,56.0,62.0,45,52,51,67,49,58,49,38,60,59,77,75,75,69,81,48,63,71,57,56,62,51,60,59,47,58,59,58,57
6234,RCB,Medium/Medium,56.0,31.0,37.0,41.0,62.0,73.0,28,29,62,50,28,31,29,24,43,44,52,60,51,59,65,45,86,81,70,19,67,62,39,26,32,57,63,63,60
6235,LDM,Medium/Medium,53.0,55.0,61.0,59.0,59.0,65.0,59,54,50,64,41,59,56,57,62,59,52,54,61,60,53,57,51,68,68,57,59,60,57,59,52,60,61,60,57
6236,LB,High/Medium,61.0,53.0,52.0,60.0,62.0,57.0,56,56,66,59,35,61,49,38,53,61,59,63,49,58,62,57,68,51,56,49,63,59,53,40,42,57,64,62,62
6237,ST,Medium/Medium,75.0,60.0,54.0,64.0,24.0,67.0,57,63,58,56,47,63,53,52,43,61,74,75,73,61,80,63,71,73,70,53,49,25,61,58,65,54,20,20,16
6238,LCM,High/Medium,65.0,56.0,62.0,67.0,55.0,62.0,59,56,50,68,44,65,62,45,59,66,67,64,80,60,80,62,64,63,60,55,64,54,59,62,43,50,53,59,54
6239,RCM,Medium/High,68.0,55.0,60.0,62.0,60.0,72.0,52,53,53,64,52,60,56,55,62,62,66,69,69,58,71,61,72,77,72,55,68,61,58,61,44,57,61,62,59
6240,LCM,Medium/Medium,70.0,58.0,62.0,66.0,56.0,71.0,59,56,64,64,54,64,57,51,60,66,69,71,73,63,77,64,80,68,73,55,66,57,61,65,62,58,56,53,54
